id_prest_boca_atencion;d_prest_boca_atencion;id_prest_prestador;d_prest_calle;n_prest_puerta;c_prest_piso_depto;c_prest_cp4;n_prest_boca_x;n_prest_boca_y;c_geog_prest_boca_loc;d_geog_prest_boca_loc;c_geog_prest_boca_dpto;d_geog_prest_boca_dpto;c_geog_prest_boca_pcia;d_geog_prest_boca_pcia;m_prest_habilitado
11.259;FERNANDEZ ADARO JUAN CARLOS - TRAUMATOLOGO;2.664.926;AVDA ILLIA;219;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.260;FERNANDEZ ADRIANA;2.670.017;AVDA MITRE ;932;;5.730;-65,4611717500;-33,6765087500;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.261;FERNANDEZ BLANCA BERTA;2.670.029;AVDA ESPAÑA;301;;5.700;-66,3282910000;-33,2926580000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.262;FERNANDEZ GUSTAVO FABIAN;2.670.029;CHILE ;1471;;5.700;-66,3370992857;-33,2926515714;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.263;GABUTTI RAUL OMAR;2.670.692;AVDA MITRE;545;;5.700;-66,3388150408;-33,3058029184;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.264;GALLEGO CARLOS A ;2.670.017;LEON GUILLET;140;;5.730;-65,4624774167;-33,6882167500;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.265;GALLO VICTOR A;2.670.017;MANUEL LAINEZ;41;;5.730;-65,4622643333;-33,6740980000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.266;SILVIA PEREZ BONA DE GARAY;2.670.029;PRINGLES;S/N;;5.711;-65,8000000000;-32,2333330000;190.010.164;QUINES;19.001;DEPTO. AYACUCHO;19;SAN LUIS;S
11.267;GARCIA JOSE LUIS - UROLOGO;2.670.768;JUSTO DARACT;5;;5.730;-65,4622928333;-33,6778060000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.268;GARCIA SILVINA - ODONTOLOGA;4.100.158;AVDA PTE PERON;72;;5.738;-65,1833330000;-33,8666670000;190.040.074;JUSTO DARACT;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;N
11.269;GARGIULO CARLOS OSCAR;2.670.029;RIVADAVIA;1359;;5.700;-66,3373651020;-33,2941836531;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.270;GOMINA CLAUDIA ;2.670.017;EDISON;76;;5.730;-65,4625850000;-33,6838110000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.271;GONZALEZ CARLOS;2.675.647;MORENO;865;;5.881;-65,0333330000;-32,3500000000;190.060.115;MERLO;19.006;DEPTO. JUNIN;19;SAN LUIS;S
11.272;GUARDIA CALDERON CAROLA ELISA;2.670.029;CHACABUCO;636;;5.700;-66,3379543469;-33,3042933061;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.273;GUTVAY ALBERTO LEOPOLDO;2.670.029;SAN LUIS; 554;;5.711;-65,8000000000;-32,2333330000;190.010.164;QUINES;19.001;DEPTO. AYACUCHO;19;SAN LUIS;S
11.274;GUZMAN GABRIELA CECILIA;2.670.029;LAVALLE ;1110;;5.700;-66,3410296531;-33,2995907347;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.275;IBAC SRL;2.670.017;AVDA MITRE;545;;5.730;-65,4628345000;-33,6831153333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.276;LAPIERRE ALICIA VIVIANA;2.670.029;GENERAL PAZ ;624;;5.700;-66,3323083469;-33,3034106122;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.277;LEITES MONICA DEL VALLE;2.670.029;PRINGLES ;1258;;5.700;-66,3419420000;-33,3039018571;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.278;LENCINA LUIS ALBERTO;2.670.029;CHACABUCO;433;;5.700;-66,3369617755;-33,3069751633;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.279;LEYES BLANCA SUSANA;2.670.029;AYACUCHO Y GENERAL PAZ;S/N;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.280;LUCHINI AURELIA VILLAFRIA DE;2.670.029;BOLIVAR;930;;5.700;-66,3386755714;-33,2978212857;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.281;LUSICH DANIEL OSCAR;2.670.029;MAIPU ;669;;5.700;-66,3310930612;-33,3027649184;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.282;MEINERI ANDRES H;2.670.017;AVDA MITRE ;1400;;5.730;-65,4589670000;-33,6687720000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.283;MIOTTI AMALIA;2.670.029;PEDERNERA; 960;;5.700;-66,3382353469;-33,3006936327;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.284;MONTINI EDGARDO E - MONTINI MARIA C.;2.670.017;JUSTO DARACT;136;;5.730;-65,4596775833;-33,6781475000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.285;NAVARRO PEDRO;2.670.029;BOLIVAR ;930;;5.700;-66,3386755714;-33,2978212857;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.286;ODETTI EDITH;2.670.017;MAIPU ;166;;5.730;-65,4581946667;-33,6757645833;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.287;ODICINO MYRIAN CHUCHAN DE;2.670.029;PEDERNERA ;960;;5.700;-66,3382353469;-33,3006936327;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.288;ORELLANO GUILLERMO OSVALDO;2.670.029;MITRE;727;;5.700;-66,3395950204;-33,3030505102;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.289;ORLANDO HECTOR;2.670.017;HIPOLITO YRIGOYEN ;480;;5.738;-65,1833330000;-33,8666670000;190.040.074;JUSTO DARACT;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.290;ORTIZ MARIA LAURA;2.670.029;LAVALLE; 924;;5.700;-66,3381773878;-33,2994370204;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.291;OZAN NOEL OSVALDO;2.670.017;BALCARCE ;329;;5.730;-65,4658743333;-33,6862596667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.292;PAEZ JOSE VENTURA;2.670.029;CHACABUCO ;732;;5.700;-66,3383806939;-33,3028386939;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.293;PALMERO ALBERTO OMAR;2.670.017;25 DE MAYO ;214;;5.750;-65,5919380000;-33,0708030000;190.080.134;LA TOMA;19.008;DEPTO. PRINGLES;19;SAN LUIS;S
11.294;PALMERO HUGO CESAR ;2.670.029;MZA F CASA 28;S/N;;5.700;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.295;PATITUCCI ROSSANA;2.670.029;MAIPU ;948;;5.700;-66,3321836327;-33,2995809796;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.296;PERELLO MARTA ROSA BLANCO DE ;2.670.029;PEDERNERA; 960;;5.700;-66,3382353469;-33,3006936327;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.297;PEREYRA SANCHEZ ARMANDO;2.670.029;LAVALLE ;924;;5.700;-66,3381773878;-33,2994370204;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.298;PEREZ ANA MARIA;2.670.017;SAN MARTIN ;1573;;5.730;-65,4558472500;-33,6661874167;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.299;PEREZ MARIA DE LA M;2.670.017;BELGRANO ;934;;5.730;-65,4642913333;-33,6758576667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.300;PETRINO EDUARDO;2.670.029;LAVALLE ;538;;5.700;-66,3312367959;-33,2990637755;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.301;PONCE BUSTO SANDRA ELIZABETH;2.670.029;CHACABUCO ;625;;5.700;-66,3377092449;-33,3043715102;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.302;PORTELA RITA ELIZABETH;2.670.029;AYACUCHO ;859;;5.700;-66,3352878571;-33,3058470612;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.303;PROVITINA ROBERTO A;2.670.017;GENERAL PAZ ;1274;;5.730;-65,4585085833;-33,6709642500;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.304;PUEBLA DANIEL ABELARDO;2.670.029;MITRE ;871;;5.700;-66,3400841818;-33,3013210909;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.305;RIVAROLA GRACIELA RODRIGUEZ DE;2.670.029;SAN MARTIN ;1118;;5.700;-66,3383019592;-33,2973937959;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.306;RIVERA MONICA ESTELA;2.670.029;JUNIN ;736;;5.700;-66,3345276735;-33,3014959184;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.307;RODRIGO UBALDO;2.670.017;PEDERNERA; 593;;5.730;-65,4636247500;-33,6821190000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.308;RODRIGUEZ MARTA FURLAN DE;2.670.029;PRESIDENTE IBAÑEZ;567;;5.700;-66,3326861020;-33,2939851633;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.309;ROTELLI GRACIELA;2.675.647;BELGRANO;265;;5.881;-65,0333330000;-32,3500000000;190.060.115;MERLO;19.006;DEPTO. JUNIN;19;SAN LUIS;S
11.310;RUA MARIANA IRENE;2.675.647;SAN MARTIN Y TUCUMAN;S/N;;5.759;-65,4666670000;-32,9333330000;190.030.086;NASCHEL;19.003;DEPTO. CHACABUCO;19;SAN LUIS;S
11.311;RUBIOLO JOSE;2.670.017;GENERAL PAZ ;773;;5.730;-65,4606701667;-33,6793970833;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.312;RUBIOLO SANTIAGO ADOLFO;2.670.017;LAVALLE ;940;;5.730;0,0000000000;0,0000000000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.313;SANCHEZ FELICITAS;2.675.647;YRIGOYEN ;660;;5.881;-65,0333330000;-32,3500000000;190.060.115;MERLO;19.006;DEPTO. JUNIN;19;SAN LUIS;S
11.314;SANCHEZ FELICITAS;2.675.647;ELIAS ADRE ;1008;;5.770;-65,2500000000;-32,5666670000;190.030.035;CONCARAN;19.003;DEPTO. CHACABUCO;19;SAN LUIS;S
11.315;SANGRA MARIELA;2.670.029;LAVALLE ;754;;5.700;-66,3352674898;-33,2992801429;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.316;SEPULVEDA MARIA LAURA;2.670.029;CASEROS ;820;;5.700;-66,3416731724;-33,3021692759;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.317;SERRA HUGO ARNALDO;2.670.017;SAN MARTIN; 382;;5.730;-65,4616762500;-33,6861950000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.318;SPEDALETTI CESAR ANTONIO ;2.670.029;AVDA ITALIA ;2077;;5.700;-66,3416048367;-33,2869905714;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.319;STURNIOLO ALEJANDRO FELIX;2.670.029;LAVALLE ;538;;5.700;-66,3312367959;-33,2990637755;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.320;TONELLI CEJAS GUILLERMO;2.670.017;SARMIENTO E HIPOLITO YRIGOYEN;S/N;;5.750;-65,5919380000;-33,0708030000;190.080.134;LA TOMA;19.008;DEPTO. PRINGLES;19;SAN LUIS;S
11.321;TONN ANA MARIA MELONI DE;2.670.029;MITRE ;741;;5.700;-66,3396278776;-33,3029339388;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.322;TORRES PAGANO JORGE;2.670.017;LIBERTAD ;154 ;;5.738;-65,1833330000;-33,8666670000;190.040.074;JUSTO DARACT;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.323;TROYANO ALBERTO MIGUEL;2.670.029;RIVADAVIA;1366;;5.700;-66,3375938367;-33,2941507551;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.324;TULER ADALBERTO;2.675.647;PEDERNERA ;535;;5.881;-65,0333330000;-32,3500000000;190.060.115;MERLO;19.006;DEPTO. JUNIN;19;SAN LUIS;S
11.325;VILLEGAS VIRGILIO RAMON;2.670.029;COLON ;630;;5.700;-66,3335911429;-33,3035120000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.326;VIU MARIA ALEJANDRA;2.670.017;BALCARCE ;329;;5.730;-65,4658743333;-33,6862596667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.327;YUVERO PEDRO ANTONIO;2.670.017;9 DE JULIO ;884;;5.730;-65,4582306667;-33,6779746667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.328;HIDALGO ALBERTO - NEUROLOGO;2.670.768;BALCARCE;467;;5.730;-65,4652070000;-33,6838946667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.329;LOPEZ RIVAROLA CARLOS - NEFROLOGO;2.670.768;AVDA MITRE ;1578;;5.730;-65,4580868333;-33,6656806667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.330;LUCERO MARTIN - HEMATOLOGO;2.670.768;EDISON ;96;;5.730;-65,4622775000;-33,6838726667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.331;MATOS EDUARDO - CIRUJANO;2.670.768;GENERAL PAZ; 1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.332;MICARELLI  RICARDO - ANATOMIA PATOLOGICA;2.670.768;AVDA MITRE;638;;5.730;-65,4626025000;-33,6815265000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.333;MICARELLI GLADYS DE - CITOLOGA;2.670.768;AVDA MITRE ;638;;5.730;-65,4626025000;-33,6815265000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.334;MOYANO MIRIAM - FONOUDIOLOGA;2.670.768;ARDILES ;136;;5.730;-65,4606432500;-33,6815400833;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.335;OSADZUCK JUAN E - CIRUJANO;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.336;DUGGAN;3.677.574;UNIDAD SANITARIA DUGGAN;S/N;;2.760;-59,6500000000;-34,2000000000;20.990.021;DUGGAN;2.099;PTDO. SAN ANTONIO DE ARECO;2;BUENOS AIRES;S
11.337;PEREZ ANA MARIA;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.338;PEYRANO ALBERTO - ONCOLOGO;2.670.768;AVDA MITRE ;932;;5.730;-65,4611717500;-33,6765087500;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.339;PROVITINA ROBERTO;2.670.768;GENERAL PAZ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.340;REYNA JUAN CARLOS - CARDIOLOGO;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.341;RIVADERA MARTIN - GINECOLOGO;2.670.768;AVDA MITRE ;638;;5.730;-65,4626025000;-33,6815265000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.342;ROGANI CARLOS - NEUROLOGIA ALTA COMPLEJIDAD;2.670.768;SAN JUAN ;27;;5.730;-65,4624411667;-33,6795600000;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.343;SILVESTRO JOSE - DIAGNOSTICO POR IMAGEN;2.670.768;MADRE CABRINI ;89;;5.730;-65,4590895833;-33,6722735833;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.344;SPOSETTI GABRIEL - CIRUJANO;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.345;VILLEGAS ALFREDO - OTORRINOLARINGOLOGO;2.670.768;BALCARCE ;467;;5.730;-65,4652070000;-33,6838946667;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.346;VIU ESTEBAN - DERMATOLOGO;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.348;AGUNDEZ RICARDO - CIRUJANO PLASTICO;2.664.926;AVDA ILLIA;219;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.349;ARIAS SOLEDAD - CIRUJANA PLASTICA;2.664.926;AVDA ILLIA;219;;1.770;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.350;GARGANI JOSE - CARDIOLOGO;2.664.926;PRINGLES;1126;;5.700;-66,3400709388;-33,3036261837;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.351;GIMENEZ CARLOS - PEDIATRA;2.664.926;MAIPU;669;;5.700;-66,3310930612;-33,3027649184;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.352;GOMEZ CARLOS - NEUROCIRUJANO;2.664.926;SUCRE Y PRINGLES;S/N;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.353;1;5.006.337;SUIPACHA ;2225;;3.000;-60,7004466735;-31,6412391224;210.090.270;SANTA FE;21.009;DEPTO. LA CAPITAL;21;SANTA FE;S
11.354;GUIÑAZU - ELECTROENCEFALOGRAMAS;2.664.926;MITRE;881;;5.700;-66,3401146364;-33,3012138182;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.355;LATANZI MABEL - GASTROENTEROLOGA;2.664.926;AV  ILLIA;135;;5.700;-66,3316553265;-33,3055710816;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.356;LUCERO EDGAR - ENDOCRINOLOGO;2.664.926;LAVALLE;1110;;5.700;-66,3410296531;-33,2995907347;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.357;LUCERO EDUARDO - PEDIATRA;2.664.926;MITRE;871;;5.700;-66,3400841818;-33,3013210909;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.358;LUCERO JAVIER - UROLOGO;2.664.926;MAIPU;948;;5.700;-66,3321836327;-33,2995809796;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.359;CHAUTEMPS OSVALDO ;5.000.023;INDEPENDENCIA ;355;;1.727;-58,8401280000;-34,7813105510;20.700.014;MARCOS PAZ;2.070;PTDO. MARCOS PAZ;2;BUENOS AIRES;S
11.360;MORCON MARTHA - HOLTER;2.664.926;MITRE;759;;5.700;-66,3396703061;-33,3027840612;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.361;MORENO RECALDE - ANATOMIA PATOLOGICA;2.664.926;AVDA ILLIA;219;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.362;NICOTRA EVA  - GINECOLOGA;2.664.926;MITRE Y 9 DE JULIO;S/N;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.363;OJEDA MARCELO - CARDIOLOGO;2.664.926;MAIPU;948;;5.700;-66,3321836327;-33,2995809796;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.364;PARNISARO PAOLA RALLO - NUTRICIONISTA;2.664.926;BOLIVAR;761;;5.700;-66,3357813265;-33,2974033469;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.365;PERALTA  CARLOS ALBERTO - TRAUMATOLOGO - HOLTER;2.664.926;AVDA PRESIDENTE ILLIA;219;;5.700;-66,3234067959;-33,3076300000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.366;PEREYRA CARLOS - CIRUJANO;2.664.926;9 DE JULIO Y MITRE;S/N;;5.883;0,0000000000;0,0000000000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.367;SANCHEZ JOSE ADOLFO;4.002.813;20 DE FEBRERO;109;- 1° PISO;4.401;-65,4129334898;-24,7889113265;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
11.368;PEREYRA SANCHEZ - HOLTER;2.664.926;JUNIN;383;;5.700;-66,3284224082;-33,3003028367;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.369;1;1.569.144;OLESSIO;747;;3.560;-59,6666670000;-29,1500000000;210.070.617;RECONQUISTA;21.007;DEPTO. GENERAL OBLIGADO;21;SANTA FE;S
11.370;PEREYRA SANCHEZ LAURA - DIABETOLOGA;2.664.926;JUNIN;383;;5.700;-66,3284224082;-33,3003028367;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.371;QUIROGA FLORES GABRIELA - FONOUDIOLOGA;2.664.926;MITRE;871;;5.700;-66,3400841818;-33,3013210909;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.372;SALMERON CARLOS - UROLOGO;2.664.926;CHACABUCO;809;;5.700;-66,3387167500;-33,3009292500;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.373;TRUGILLO LILIANA - CARDIOLOGA;2.664.926;JUNIN;383;;5.700;-66,3284224082;-33,3003028367;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.374;VEGA SILVIA - NUTRICIONISTA;2.664.926;AVDA PRESIDENTE ILLIA;219;;5.700;-66,3234067959;-33,3076300000;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
11.375;CLÍNICA ESTANCIA DEL PILAR - DANKVEL S.A.;4.201.216;RUTA 25 Y 197 VIEJA;S/N;;1.629;0,0000000000;0,0000000000;20.870.014;PILAR;2.087;PTDO. PILAR;2;BUENOS AIRES;S
11.376;1;5.000.095;PAJARO BLANCO;1137;;3.051;-59,8333330000;-29,9166670000;210.140.010;ALEJANDRA;21.014;DEPTO. SAN JAVIER;21;SANTA FE;S
11.377;1;1.568.898;RIVADAVIA;879;;3.560;-59,6666670000;-29,1500000000;210.070.617;RECONQUISTA;21.007;DEPTO. GENERAL OBLIGADO;21;SANTA FE;S
11.378;ODONTOLOGA;5.006.338;MORENO;237;2 - A;8.400;-71,3069953061;-41,1361344694;160.030.174;SAN CARLOS DE BARILOCHE;16.003;DEPTO. BARILOCHE;16;RIO NEGRO;S
11.379;ODONTOLOGA;5.006.339;CENTRO DE JUBILADOS EL BOLSÓN;S/Nº;;8.430;-71,5166670000;-41,9666670000;160.030.034;EL BOLSON;16.003;DEPTO. BARILOCHE;16;RIO NEGRO;S
11.380;BICK MAURICIO - TRAUMATOLOGO;2.670.768;GENERAL PAZ ;1516;;5.730;-65,4573561667;-33,6668798333;190.040.261;VILLA MERCEDES;19.004;DEPTO. GENERAL PEDERNERA;19;SAN LUIS;S
11.381;ODONTOLOGA;5.006.340;ALEM;123;;8.324;-67,9973954286;-38,9360117551;160.060.106;CIPOLLETTI;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
11.382;CASTRO JORGE HUMBERTO MEDICO CABECERA;1.175.904;VUCETICH;450;;7.100;-57,6746963265;-36,3116397755;20.300.012;DOLORES;2.030;PTDO. DOLORES;2;BUENOS AIRES;S
11.383;ODONTOLOGO ;5.006.341;BUENOS AIRES ;473;;8.500;-62,9889525510;-40,8117056531;160.010.121;VIEDMA;16.001;DEPTO. ADOLFO ALSINA;16;RIO NEGRO;S
11.384;DOMINGUEZ AZUCENA - LOCALIDAD TORRES;3.677.488;CENTRO DE JUBILADOS DE TORRES ;S/N;;6.703;0,0000000000;0,0000000000;20.670.102;TORRES;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
11.385;F.A.B.A. - DISTRITO V;3.676.345;ITUZAINGO;1471;;6.700;-59,1029007143;-34,5737920000;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
11.386;IGLESIAS ARMANDO JORGE ;3.677.502;CASEROS ;1405;;6.700;0,0000000000;0,0000000000;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
